year,lon_mme,lat_mme,lon_sst,lat_sst,dist,Ecoregion,count_MHW,duration,icum_event,temp,mhw_days,e_days,sum_anom,icum,Monitoring series,Damaged qualitative,EvenStart,Location,Damaged percentage,count_MME
2016,23.9489,39.27218,23.97918128967285,39.270835876464844,2.61,Aegean Sea,10,64,131,22.9824043715847,32,42,191.74700000000004,65.2892,NA,NA,NA,NA,NA,NA
2016,24.11253,39.06846,24.104185104370117,39.062503814697266,0.98,Aegean Sea,2,15,28,23.062349726775956,15,41,201.35179999999997,28.1231,NA,NA,NA,NA,NA,NA
2016,23.94052,39.17571,23.937517166137695,39.187503814697266,1.34,Aegean Sea,6,42,84,23.212841530054646,21,41,193.7440000000003,42.095299999999995,NA,NA,NA,NA,NA,NA
2016,23.86973,39.17017,23.85418128967285,39.187503814697266,2.35,Aegean Sea,4,27,59,23.322131147540983,26,44,196.4497999999998,57.397400000000005,NA,NA,NA,NA,NA,NA
2016,23.97906,39.1047,23.97918128967285,39.10417175292969,0.06,Aegean Sea,2,15,28,23.15967213114754,15,38,194.37100000000007,28.144300000000012,NA,NA,NA,NA,NA,NA
2016,25.75634,35.25101,25.77085304260254,35.27082061767578,2.57,Aegean Sea,5,150,241,23.91928961748634,36,59,176.40669999999994,56.439099999999996,NA,NA,NA,NA,NA,NA
2016,23.86996,39.14639,23.895849227905273,39.145835876464844,2.24,Aegean Sea,6,40,82,23.24360655737705,20,37,190.7455,40.77890000000001,NA,NA,NA,NA,NA,NA
2016,23.90319,39.16851,23.895849227905273,39.145835876464844,2.6,Aegean Sea,6,40,82,23.24360655737705,20,37,190.7455,40.77890000000001,NA,NA,NA,NA,NA,NA
2016,23.94705,39.22399,23.97918128967285,39.22917175292969,2.83,Aegean Sea,4,27,55,22.965737704918034,27,44,197.9847000000002,54.5603,NA,NA,NA,NA,NA,NA
2016,25.72362,35.27008,25.729185104370117,35.22915267944336,4.58,Aegean Sea,7,189,302,23.77,28,56,176.99949999999993,44.300700000000006,NA,NA,NA,NA,NA,NA
2016,25.72294,35.26378,25.729185104370117,35.22915267944336,3.9,Aegean Sea,7,189,302,23.77,28,56,176.99949999999993,44.300700000000006,NA,NA,NA,NA,NA,NA
2016,25.76296,35.26672,25.77085304260254,35.27082061767578,0.85,Aegean Sea,5,150,241,23.91928961748634,36,59,176.40669999999994,56.439099999999996,NA,NA,NA,NA,NA,NA
2016,25.75677,35.25903,25.77085304260254,35.27082061767578,1.83,Aegean Sea,5,150,241,23.91928961748634,36,59,176.40669999999994,56.439099999999996,NA,NA,NA,NA,NA,NA
2016,25.737,35.259,25.729185104370117,35.22915267944336,3.4,Aegean Sea,7,189,302,23.77,28,56,176.99949999999993,44.300700000000006,NA,NA,NA,NA,NA,NA
2016,25.731,35.29,25.77085304260254,35.27082061767578,4.2,Aegean Sea,5,150,241,23.91928961748634,36,59,176.40669999999994,56.439099999999996,NA,NA,NA,NA,NA,NA
2016,25.724,35.275,25.729185104370117,35.22915267944336,5.13,Aegean Sea,7,189,302,23.77,28,56,176.99949999999993,44.300700000000006,NA,NA,NA,NA,NA,NA
2016,25.72232,35.26592,25.729185104370117,35.22915267944336,4.14,Aegean Sea,7,189,302,23.77,28,56,176.99949999999993,44.300700000000006,NA,NA,NA,NA,NA,NA
2016,25.737,35.273,25.77085304260254,35.27082061767578,3.09,Aegean Sea,5,150,241,23.91928961748634,36,59,176.40669999999994,56.439099999999996,NA,NA,NA,NA,NA,NA
2016,22.18452,38.32036,22.18751335144043,38.3125,0.91,Ionian Sea,5,87,165,23.225573770491803,85,90,216.71339999999987,161.17380000000003,NA,NA,NA,NA,NA,NA
2016,22.22584,38.17886,22.22918128967285,38.1875,1.01,Ionian Sea,6,75,142,23.063551912568308,75,93,222.51250000000027,142.09170000000003,NA,NA,NA,NA,NA,NA
2016,22.89006,38.05237,22.895849227905273,38.0625,1.24,Ionian Sea,10,255,367,23.62896174863388,51,68,171.13970000000012,73.3319,NA,NA,NA,NA,NA,NA
2016,22.61972,38.36336,22.645849227905273,38.354164123535156,2.5,Ionian Sea,4,52,86,23.509071038251367,44,61,171.94520000000014,75.1559,NA,NA,NA,NA,NA,NA
2016,22.78347,38.2667,22.770849227905273,38.27083206176758,1.2,Ionian Sea,5,69,109,23.605737704918035,55,66,182.07750000000036,92.40800000000002,NA,NA,NA,NA,NA,NA
2016,22.38955,38.3773,22.395849227905273,38.39583206176758,2.13,Ionian Sea,6,80,135,23.369071038251366,78,97,203.66250000000005,131.5401,NA,NA,NA,NA,NA,NA
2016,22.99305,38.06699,23.020849227905273,38.0625,2.49,Ionian Sea,4,65,106,23.63327868852459,48,76,197.05450000000016,79.78750000000001,NA,NA,NA,NA,NA,NA
2016,22.91501,38.06051,22.895849227905273,38.0625,1.69,Ionian Sea,10,255,367,23.62896174863388,51,68,171.13970000000012,73.3319,NA,NA,NA,NA,NA,NA
2016,22.9189,38.06529,22.895849227905273,38.0625,2.04,Ionian Sea,10,255,367,23.62896174863388,51,68,171.13970000000012,73.3319,NA,NA,NA,NA,NA,NA
2016,22.93804,38.06747,22.93751335144043,38.104164123535156,4.09,Ionian Sea,3,37,52,23.684426229508198,37,72,177.84340000000014,52.31309999999999,NA,NA,NA,NA,NA,NA
2016,22.88997,38.05284,22.895849227905273,38.0625,1.19,Ionian Sea,10,255,367,23.62896174863388,51,68,171.13970000000012,73.3319,NA,NA,NA,NA,NA,NA
2016,22.90918,38.05695,22.895849227905273,38.0625,1.32,Ionian Sea,10,255,367,23.62896174863388,51,68,171.13970000000012,73.3319,NA,NA,NA,NA,NA,NA
2016,22.93368,40.58157,22.93751335144043,40.56250762939453,2.15,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.97516,40.53985,22.93751335144043,40.520843505859375,3.82,Aegean Sea,8,82,169,23.47530054644809,41,53,185.04980000000035,84.5433,NA,NA,NA,NA,NA,NA
2016,22.9765,40.55058,22.93751335144043,40.56250762939453,3.55,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.93447,40.56759,22.93751335144043,40.56250762939453,0.62,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.95252,40.56956,22.93751335144043,40.56250762939453,1.49,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.95276,40.57006,22.93751335144043,40.56250762939453,1.54,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.93735,40.51536,22.93751335144043,40.520843505859375,0.61,Aegean Sea,8,82,169,23.47530054644809,41,53,185.04980000000035,84.5433,NA,NA,NA,NA,NA,NA
2016,22.83021,40.51225,22.81251335144043,40.520843505859375,1.78,Aegean Sea,2,24,64,23.487158469945356,24,45,182.0445000000002,64.46549999999999,NA,NA,NA,NA,NA,NA
2016,22.97882,40.55036,22.93751335144043,40.56250762939453,3.75,Aegean Sea,18,180,396,23.485737704918034,30,48,182.81700000000015,66.03309999999999,NA,NA,NA,NA,NA,NA
2016,22.63338,40.37699,22.645849227905273,40.395843505859375,2.35,Aegean Sea,3,36,95,23.13327868852459,36,46,204.03020000000015,94.75070000000002,NA,NA,NA,NA,NA,NA
2016,23.65417,39.91396,23.645849227905273,39.89583969116211,2.14,Aegean Sea,3,20,41,23.170601092896174,20,34,162.3614999999998,40.751900000000006,NA,NA,NA,NA,NA,NA
2016,23.68446,39.95331,23.687517166137695,39.97917175292969,2.89,Aegean Sea,2,13,31,23.34617486338798,13,28,171.67440000000022,31.4879,NA,NA,NA,NA,NA,NA
2016,22.81616,40.48359,22.81251335144043,40.47917556762695,0.58,Aegean Sea,2,22,60,23.539180327868852,22,34,173.93619999999993,60.0985,NA,NA,NA,NA,NA,NA
2016,22.86347,40.44215,22.85418128967285,40.43750762939453,0.94,Aegean Sea,2,23,58,23.551584699453553,23,37,180.8291000000002,58.149400000000014,NA,NA,NA,NA,NA,NA
2016,26.45601,39.07896,26.479185104370117,39.10417175292969,3.45,Aegean Sea,2,30,51,21.697650273224045,15,23,137.85900000000032,25.52639999999999,NA,NA,NA,NA,NA,NA
2016,26.51341,39.09575,26.52085304260254,39.062503814697266,3.76,Aegean Sea,10,105,182,21.545956284153007,21,31,152.7110000000003,36.4848,NA,NA,NA,NA,NA,NA
2016,26.52862,39.08043,26.52085304260254,39.062503814697266,2.11,Aegean Sea,10,105,182,21.545956284153007,21,31,152.7110000000003,36.4848,NA,NA,NA,NA,NA,NA
2016,26.5007,39.04907,26.52085304260254,39.062503814697266,2.3,Aegean Sea,10,105,182,21.545956284153007,21,31,152.7110000000003,36.4848,NA,NA,NA,NA,NA,NA
2016,26.51402,39.03292,26.52085304260254,39.062503814697266,3.35,Aegean Sea,10,105,182,21.545956284153007,21,31,152.7110000000003,36.4848,NA,NA,NA,NA,NA,NA
2016,26.44346,39.10607,26.479185104370117,39.10417175292969,3.09,Aegean Sea,2,30,51,21.697650273224045,15,23,137.85900000000032,25.52639999999999,NA,NA,NA,NA,NA,NA
2016,26.51272,39.04815,26.52085304260254,39.062503814697266,1.75,Aegean Sea,10,105,182,21.545956284153007,21,31,152.7110000000003,36.4848,NA,NA,NA,NA,NA,NA
2016,26.2717,39.1989,26.27085304260254,39.187503814697266,1.27,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.2473,39.2058,26.229185104370117,39.187503814697266,2.57,Aegean Sea,2,14,28,21.777213114754097,7,27,136.88159999999982,13.893600000000003,NA,NA,NA,NA,NA,NA
2016,26.2953,39.1787,26.27085304260254,39.187503814697266,2.33,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.2905,39.1688,26.27085304260254,39.187503814697266,2.69,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.15009,39.09536,26.14585304260254,39.10417175292969,1.05,Aegean Sea,2,14,23,21.803497267759564,7,24,138.6473000000002,11.623900000000006,NA,NA,NA,NA,NA,NA
2016,26.17172,39.11309,26.14585304260254,39.10417175292969,2.44,Aegean Sea,2,14,23,21.803497267759564,7,24,138.6473000000002,11.623900000000006,NA,NA,NA,NA,NA,NA
2016,26.29021,39.17076,26.27085304260254,39.187503814697266,2.5,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.27905,39.15406,26.27085304260254,39.187503814697266,3.79,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.24945,39.14932,26.229185104370117,39.145835876464844,1.79,Aegean Sea,4,24,47,21.74103825136612,12,28,134.14270000000002,23.4051,NA,NA,NA,NA,NA,NA
2016,26.22427,39.13292,26.229185104370117,39.145835876464844,1.5,Aegean Sea,4,24,47,21.74103825136612,12,28,134.14270000000002,23.4051,NA,NA,NA,NA,NA,NA
2016,26.19275,39.12785,26.18752098083496,39.145835876464844,2.05,Aegean Sea,1,7,12,21.862185792349727,7,27,131.1421000000001,11.709399999999995,NA,NA,NA,NA,NA,NA
2016,26.18241,39.19636,26.18752098083496,39.187503814697266,1.08,Aegean Sea,4,24,45,21.79568306010929,12,28,138.03510000000014,22.707199999999997,NA,NA,NA,NA,NA,NA
2016,26.22011,39.19998,26.229185104370117,39.187503814697266,1.59,Aegean Sea,2,14,28,21.777213114754097,7,27,136.88159999999982,13.893600000000003,NA,NA,NA,NA,NA,NA
2016,26.25398,39.20359,26.27085304260254,39.187503814697266,2.31,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.27524,39.19846,26.27085304260254,39.187503814697266,1.28,Aegean Sea,7,49,100,21.809562841530056,7,27,131.87220000000025,14.2376,NA,NA,NA,NA,NA,NA
2016,26.14496,39.15292,26.14585304260254,39.145835876464844,0.79,Aegean Sea,4,24,46,21.75617486338798,12,27,140.05530000000024,22.9995,NA,NA,NA,NA,NA,NA
2016,26.15561,39.17233,26.14585304260254,39.145835876464844,3.07,Aegean Sea,4,24,46,21.75617486338798,12,27,140.05530000000024,22.9995,NA,NA,NA,NA,NA,NA
2016,26.16611,39.19366,26.18752098083496,39.187503814697266,1.97,Aegean Sea,4,24,45,21.79568306010929,12,28,138.03510000000014,22.707199999999997,NA,NA,NA,NA,NA,NA
2016,23.88369,38.29862,23.895849227905273,38.3125,1.87,Aegean Sea,3,45,74,23.492513661202185,37,56,174.1358999999999,61.763400000000004,NA,NA,NA,NA,NA,NA
2016,23.85514,38.308,23.85418128967285,38.3125,0.51,Aegean Sea,3,43,70,23.399016393442622,35,59,170.70389999999983,57.21209999999999,NA,NA,NA,NA,NA,NA
2016,23.80774,38.32805,23.812517166137695,38.354164123535156,2.94,Aegean Sea,4,74,118,23.36601092896175,29,43,146.38040000000015,46.4648,NA,NA,NA,NA,NA,NA
2016,23.82021,38.3207,23.812517166137695,38.354164123535156,3.79,Aegean Sea,4,74,118,23.36601092896175,29,43,146.38040000000015,46.4648,NA,NA,NA,NA,NA,NA
2016,23.6934,38.33975,23.687517166137695,38.354164123535156,1.68,Aegean Sea,6,90,147,23.283934426229507,37,42,102.9794999999998,59.39240000000001,NA,NA,NA,NA,NA,NA
2016,23.64027,38.37322,23.645849227905273,38.39583206176758,2.56,Aegean Sea,2,61,97,23.345300546448087,43,43,99.26879999999989,68.3681,NA,NA,NA,NA,NA,NA
2016,23.75284,38.33695,23.770849227905273,38.354164123535156,2.48,Aegean Sea,2,37,60,23.30792349726776,29,44,125.16139999999976,47.07469999999999,NA,NA,NA,NA,NA,NA
2016,24.06347,38.17364,24.062517166137695,38.14583206176758,3.1,Aegean Sea,4,39,75,23.289398907103823,43,59,202.5946999999997,80.6694,NA,NA,NA,NA,NA,NA
2016,23.9942,38.07597,24.020849227905273,38.0625,2.78,Aegean Sea,4,39,77,23.13617486338798,43,61,217.23160000000004,82.0367,NA,NA,NA,NA,NA,NA
2016,23.17105,37.6128,23.187517166137695,37.64582824707031,3.95,Aegean Sea,6,60,112,24.56153005464481,30,49,170.82010000000005,56.0435,NA,NA,NA,NA,NA,NA
2016,23.16426,37.65602,23.187517166137695,37.64582824707031,2.34,Aegean Sea,6,60,112,24.56153005464481,30,49,170.82010000000005,56.0435,NA,NA,NA,NA,NA,NA
2016,22.92543,38.76627,22.93751335144043,38.770835876464844,1.17,Aegean Sea,2,17,36,23.139890710382513,17,24,97.23189999999988,36.187799999999996,NA,NA,NA,NA,NA,NA
2016,22.88026,38.76449,22.85418128967285,38.770835876464844,2.37,Aegean Sea,2,15,35,23.17032786885246,15,26,94.75760000000028,35.0435,NA,NA,NA,NA,NA,NA
2016,24.03492,37.87237,24.062517166137695,37.854164123535156,3.16,Aegean Sea,4,37,72,23.006120218579234,37,60,212.31609999999978,71.89029999999998,NA,NA,NA,NA,NA,NA
2016,23.18192,38.66214,23.187517166137695,38.6875,2.86,Aegean Sea,3,28,65,23.459508196721313,28,39,106.78300000000019,65.4884,NA,NA,NA,NA,NA,NA
2016,23.06083,38.69783,23.062517166137695,38.72916793823242,3.49,Aegean Sea,3,35,75,23.228524590163936,35,43,114.98520000000022,75.4026,NA,NA,NA,NA,NA,NA
2016,23.03134,38.75601,23.020849227905273,38.770835876464844,1.88,Aegean Sea,3,29,62,23.22590163934426,29,40,115.71999999999986,62.392599999999995,NA,NA,NA,NA,NA,NA
2016,23.29274,38.57438,23.35418128967285,38.5625,5.51,Aegean Sea,2,38,91,23.40606557377049,19,26,96.07019999999977,45.31830000000001,NA,NA,NA,NA,NA,NA
2016,24.00716,37.96495,24.020849227905273,37.979164123535156,1.99,Aegean Sea,5,45,86,23.07535519125683,45,68,227.56659999999974,85.66049999999998,NA,NA,NA,NA,NA,NA
2016,23.78632,37.80189,23.770849227905273,37.812496185302734,1.8,Aegean Sea,3,33,57,24.07617486338798,37,65,197.0713000000003,62.96909999999999,NA,NA,NA,NA,NA,NA
2016,23.34984,37.97732,23.35418128967285,37.9375,4.45,Aegean Sea,3,36,59,24.561967213114755,36,58,172.51600000000022,59.058699999999995,NA,NA,NA,NA,NA,NA
2016,23.69325,38.33985,23.687517166137695,38.354164123535156,1.67,Aegean Sea,6,90,147,23.283934426229507,37,42,102.9794999999998,59.39240000000001,NA,NA,NA,NA,NA,NA
2016,23.62454,38.54379,23.60418128967285,38.520835876464844,3.11,Aegean Sea,2,37,59,23.766393442622952,29,42,99.35260000000028,45.7559,NA,NA,NA,NA,NA,NA
2016,23.56148,38.57954,23.562517166137695,38.5625,1.9,Aegean Sea,1,32,49,23.709016393442624,24,36,92.15100000000024,37.0167,NA,NA,NA,NA,NA,NA
2016,23.35211,38.50365,23.395849227905273,38.520835876464844,4.26,Aegean Sea,2,38,73,23.465792349726776,19,28,109.14780000000002,36.2526,NA,NA,NA,NA,NA,NA
2016,23.32708,38.50269,23.35418128967285,38.5625,7.06,Aegean Sea,2,38,91,23.40606557377049,19,26,96.07019999999977,45.31830000000001,NA,NA,NA,NA,NA,NA
2016,23.74753,38.33478,23.72918128967285,38.354164123535156,2.69,Aegean Sea,3,45,73,23.29016393442623,37,43,107.65029999999983,58.941500000000005,NA,NA,NA,NA,NA,NA
2016,24.01012,37.65452,24.020849227905273,37.64582824707031,1.35,Aegean Sea,5,49,93,23.600109289617485,53,72,209.7267999999998,100.2058,NA,NA,NA,NA,NA,NA
2016,27.0362,36.97275,27.06252098083496,36.97916030883789,2.45,Aegean Sea,4,83,181,23.401639344262296,83,85,205.6672000000002,180.9552,single.survey,Moderate,Autumn,Dodekanese islands,43,1
2016,27.0362,36.97275,27.06252098083496,36.97916030883789,2.45,Aegean Sea,4,83,181,23.401639344262296,83,85,205.6672000000002,180.9552,single.survey,Severe,Autumn,Dodekanese islands,72,3
2016,23.91437,40.34118,23.895849227905273,40.35417556762695,2.14,Aegean Sea,3,21,40,23.51224043715847,21,31,164.96910000000028,40.4152,single.survey,Moderate,Summer,Chalkidiki,50,1
2016,23.21039,39.19253,23.187517166137695,39.187503814697266,2.05,Aegean Sea,2,25,54,23.85054644808743,25,35,142.60259999999997,54.462900000000005,single.survey,Severe,Summer,Pagassitikos gulf,100,1
2016,23.49974,38.50005,23.47918128967285,38.520835876464844,2.93,Aegean Sea,2,34,55,23.645464480874317,21,28,94.93709999999999,32.7817,single.survey,Moderate,Summer,North Evoikos,49,1
2016,22.82058,38.80986,22.81251335144043,38.8125,0.76,Aegean Sea,4,28,67,23.10327868852459,14,24,89.6152999999999,33.6474,single.survey,Moderate,Summer,North Evoikos,43,1
2016,23.11248,39.08638,23.10418128967285,39.062503814697266,2.75,Aegean Sea,4,50,121,23.414207650273223,25,30,120.38239999999978,60.51299999999999,single.survey,Moderate,Summer,South Pelion,52,1
2016,24.988,35.416,24.979185104370117,35.4374885559082,2.52,Aegean Sea,3,35,60,24.047158469945355,36,61,188.2129,61.1336,NA,NA,NA,NA,NA,NA
2016,25.87,38.24,25.854185104370117,38.229164123535156,1.84,Aegean Sea,2,29,55,22.13311475409836,29,39,170.06590000000017,54.732699999999994,single.survey,Moderate,Summer,South Chios Island,50,1
2016,24.34,40.86,24.354185104370117,40.85417556762695,1.36,Aegean Sea,2,25,48,23.058852459016393,25,40,185.35779999999988,48.11500000000001,single.survey,No,Summer,Fidonissi (Kavala gulf),0,1
2016,24.06,35.55,24.062517166137695,35.5624885559082,1.41,Aegean Sea,3,22,47,24.22360655737705,27,50,196.87280000000007,54.2252,single.survey,Severe,Summer,"Cathedral Cave, Chania (Crete)",70,1
2016,23.11,39.08,23.10418128967285,39.062503814697266,2.01,Aegean Sea,4,50,121,23.414207650273223,25,30,120.38239999999978,60.51299999999999,single.survey,Severe,Summer,Ag Vasso (Pelio),70,1
2016,22.84,38.81,22.85418128967285,38.8125,1.26,Aegean Sea,2,12,29,23.220546448087433,12,22,92.96080000000019,28.54850000000001,single.survey,No,Summer,"Skala, Lichadonissia (North Evoikos)",0,1
2016,22.83,38.8,22.81251335144043,38.8125,2.06,Aegean Sea,4,28,67,23.10327868852459,14,24,89.6152999999999,33.6474,single.survey,No,Summer,"Skala, Lichadonissia (North Evoikos)",0,1
2016,23.39,38.52,23.395849227905273,38.520835876464844,0.52,Aegean Sea,2,38,73,23.465792349726776,19,28,109.14780000000002,36.2526,single.survey,Severe,Summer,Glaronissi island (North Evoikos),70,1
2016,23.49,38.5,23.47918128967285,38.520835876464844,2.5,Aegean Sea,2,34,55,23.645464480874317,21,28,94.93709999999999,32.7817,single.survey,Severe,Summer,Eglezonissi Island (Evoikos gulf),70,1
2016,25.078,36.955,25.062517166137695,36.93749237060547,2.39,Aegean Sea,4,41,82,22.81994535519126,41,50,201.90580000000028,81.59960000000001,single.survey,No,Summer,Antiparos (Cyclades archipielago),0,2
2016,25.68,36.88,25.687517166137695,36.89582824707031,1.88,Aegean Sea,4,52,95,22.446939890710382,26,42,175.47219999999996,47.528400000000005,single.survey,Severe,Spring,Keros Island (Cyclades archipielago),70,1
2016,25.69,36.89,25.687517166137695,36.89582824707031,0.69,Aegean Sea,4,52,95,22.446939890710382,26,42,175.47219999999996,47.528400000000005,single.survey,Severe,Spring,Keros Island (Cyclades archipielago),70,1
2016,9.21,44.31,9.229166030883789,44.312522888183594,1.55,Northwestern Mediterranean,8,68,120,22.556994535519127,17,33,120.8360000000003,30.023200000000006,NA,NA,NA,NA,NA,NA
2016,8.44,44.23,8.437498092651367,44.229190826416016,0.22,Northwestern Mediterranean,9,54,101,22.168688524590163,18,26,124.20379999999979,33.6549,NA,NA,NA,NA,NA,NA
2016,15.18448,37.63932,15.187505722045898,37.604164123535156,3.92,Ionian Sea,2,19,39,23.661803278688524,36,47,161.56599999999983,65.949699999999993,NA,NA,NA,NA,NA,NA
2016,15.7121,38.2563,15.72917366027832,38.27083206176758,2.2,Southwestern Mediterranean,0,0,0,23.724863387978143,0,20,92.32300000000015,0,NA,NA,NA,NA,NA,NA
2016,15.17608,37.57435,15.187505722045898,37.562496185302734,1.66,Ionian Sea,2,22,43,23.783715846994536,39,49,157.66730000000004,67.9564,NA,NA,NA,NA,NA,NA
2016,9.71566,40.90012,9.729166030883789,40.895843505859375,1.23,Northwestern Mediterranean,9,54,77,22.50453551912568,30,45,147.46479999999974,40.33549999999998,NA,NA,NA,NA,NA,NA
2016,9.70552,40.89528,9.6875,40.895843505859375,1.52,Northwestern Mediterranean,6,42,93,22.505464480874316,19,39,142.3754999999999,29.93770000000001,single.survey,Severe,Autumn,"Cala Cicale, Tavolara, Sardegna (Italy)",90,1
2016,10.4325,42.7354,10.4375,42.729183197021484,0.8,Northwestern Mediterranean,2,16,36,22.591584699453552,8,12,93.11530000000005,17.962600000000005,NA,NA,NA,NA,NA,NA
2016,9.65441,40.98531,9.645832061767578,40.97917938232422,0.99,Northwestern Mediterranean,3,17,28,22.3224043715847,17,40,134.30020000000005,28.0516,NA,NA,NA,NA,NA,NA
2016,9.70745,40.89657,9.6875,40.895843505859375,1.68,Northwestern Mediterranean,6,42,93,22.505464480874316,19,39,142.3754999999999,29.93770000000001,NA,NA,NA,NA,NA,NA
2016,10.43493,42.72702,10.4375,42.729183197021484,0.32,Northwestern Mediterranean,2,16,36,22.591584699453552,8,12,93.11530000000005,17.962600000000005,NA,NA,NA,NA,NA,NA
2016,10.43422,42.77488,10.4375,42.770851135253906,0.52,Northwestern Mediterranean,1,8,19,22.409726775956283,8,14,101.09719999999984,18.5083,NA,NA,NA,NA,NA,NA
2016,15.06502,44.04052,15.062505722045898,44.02085876464844,2.2,Adriatic Sea,3,20,37,22.286939890710382,19,26,121.45309999999995,35.3296,single.survey,No,Summer,Rava (Croazia),0,1
2016,15.02457,44.15193,15.020837783813477,44.187522888183594,3.97,Adriatic Sea,2,15,35,21.805628415300546,15,26,138.5529,34.6513,NA,NA,NA,NA,NA,NA
2016,9.68632,40.87732,9.6875,40.895843505859375,2.06,Northwestern Mediterranean,6,42,93,22.505464480874316,19,39,142.3754999999999,29.93770000000001,NA,NA,NA,NA,NA,NA
2016,9.74772,40.91527,9.729166030883789,40.895843505859375,2.67,Northwestern Mediterranean,9,54,77,22.50453551912568,30,45,147.46479999999974,40.33549999999998,NA,NA,NA,NA,NA,NA
2016,9.74731,40.91367,9.729166030883789,40.895843505859375,2.5,Northwestern Mediterranean,9,54,77,22.50453551912568,30,45,147.46479999999974,40.33549999999998,NA,NA,NA,NA,NA,NA
2016,9.70275,40.88255,9.6875,40.895843505859375,1.96,Northwestern Mediterranean,6,42,93,22.505464480874316,19,39,142.3754999999999,29.93770000000001,single.survey,Moderate,Spring,"Secca Mandria, Tavolara, Sardegna (Italy)",30,1
2016,9.63558,44.13335,9.645832061767578,44.104190826416016,3.35,Northwestern Mediterranean,2,16,29,22.51087431693989,16,32,108.00440000000002,29.017100000000003,NA,NA,NA,NA,NA,NA
2016,9.19675,44.30548,9.229166030883789,44.312522888183594,2.7,Northwestern Mediterranean,8,68,120,22.556994535519127,17,33,120.8360000000003,30.023200000000006,NA,NA,NA,NA,NA,NA
2016,9.1775,44.3096,9.145832061767578,44.312522888183594,2.54,Northwestern Mediterranean,4,30,52,22.556010928961747,15,37,131.3938999999997,25.84329999999999,NA,NA,NA,NA,NA,NA
2016,9.221,44.287,9.229166030883789,44.27085876464844,1.91,Northwestern Mediterranean,2,18,31,22.50049180327869,18,33,125.91809999999992,31.05689999999999,NA,NA,NA,NA,NA,NA
2016,9.16761,44.31253,9.145832061767578,44.312522888183594,1.73,Northwestern Mediterranean,4,30,52,22.556010928961747,15,37,131.3938999999997,25.84329999999999,NA,NA,NA,NA,NA,NA
2016,9.98389,44.04167,9.979166030883789,44.02085876464844,2.35,Northwestern Mediterranean,0,0,0,22.253224043715846,0,12,81.52919999999986,0,NA,NA,NA,NA,NA,NA
2016,8.44629,44.234,8.437498092651367,44.229190826416016,0.88,Northwestern Mediterranean,9,54,101,22.168688524590163,18,26,124.20379999999979,33.6549,NA,NA,NA,NA,NA,NA
2016,8.39557,40.03152,8.395832061767578,40.02083969116211,1.19,Northwestern Mediterranean,3,27,53,21.867704918032786,9,26,91.77139999999977,17.547800000000002,NA,NA,NA,NA,NA,NA
2016,8.98952,44.39062,8.979166030883789,44.354190826416016,4.14,Northwestern Mediterranean,2,12,21,22.509890710382514,12,37,129.8863000000001,20.9161,NA,NA,NA,NA,NA,NA
2016,9.21304,44.3197,9.229166030883789,44.312522888183594,1.51,Northwestern Mediterranean,8,68,120,22.556994535519127,17,33,120.8360000000003,30.023200000000006,NA,NA,NA,NA,NA,NA
2016,7.58515,43.78888,7.604164123535156,43.77085494995117,2.52,Northwestern Mediterranean,1,9,18,22.172131147540984,9,32,139.5558000000001,18.4985,NA,NA,NA,NA,NA,NA
2016,9.19621,44.30569,9.229166030883789,44.312522888183594,2.73,Northwestern Mediterranean,8,68,120,22.556994535519127,17,33,120.8360000000003,30.023200000000006,NA,NA,NA,NA,NA,NA
2016,8.44585,44.23485,8.437498092651367,44.229190826416016,0.92,Northwestern Mediterranean,9,54,101,22.168688524590163,18,26,124.20379999999979,33.6549,NA,NA,NA,NA,NA,NA
2016,-0.90272,35.77025,-0.8958473205566406,35.77082061767578,0.62,Alboran Sea,2,17,32,22.138852459016395,17,30,105.57680000000023,32.2144,NA,NA,NA,NA,NA,NA
